"BeeFuncID";"VALID_NAME";"CD_NOM";"LB_NOM";"LB_AUTHOR";"INHERITED_FROM";"LB_NOM_INHERITED_FROM";"LB_AUTEUR_INHERITED_FROM";"ORIGIN";"KINGDOM";"PHYLUM";"CLASS";"ORDER";"FAMILY";"SUBFAMILY";"TRIBE";"GENUS";"GROUP1_INPN";"GROUP2_INPN";"GROUP3_INPN";"GENERATION_PER_YEAR";"STATISTIC";"GEOGRAPHIC_EXTENT";"MIN_ALTITUDE_IN_M";"MAX_ALTITUDE_IN_M";"SOURCE";"DATASET_ID";"DATASET_TITLE";"CD_TRAIT";"STATISTIC_ID";"GEOGRAPHIC_EXTENT_ID";"SOURCE_ID"
"bfVol171";"Andrena senecionis Perez, 1895";"239436";"Andrena senecionis";"Pérez, 1895";239436;"Andrena senecionis";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";949834;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfVol172";"Andrena sericata Imhoff, 1868";"239437";"Andrena sericata";"Imhoff, 1868";239437;"Andrena sericata";"Imhoff, 1868";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949836;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol173";"Andrena simillima Smith, 1851";"239439";"Andrena simillima";"Smith, 1851";239439;"Andrena simillima";"Smith, 1851";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949838;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol174";"Andrena simontornyella Noskiewicz, 1939";"239440";"Andrena simontornyella";"Noskiewicz, 1939";239440;"Andrena simontornyella";"Noskiewicz, 1939";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949840;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol175";"Andrena spreta Perez, 1895";"239442";"Andrena spreta";"Pérez, 1895";239442;"Andrena spreta";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;NA;NA;NA;NA;"Amiet, F., Herrmann, M, Müller, A. & Neumeyer, R. 2010. Apidae 6 – Andrena, Melliturga, Panurginus, Panurgus. Fauna Helvetica 26 : 1-317.";2;"Abeilles";949614;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/307569"
"bfVol176";"Andrena spreta Perez, 1895";"239442";"Andrena spreta";"Pérez, 1895";239442;"Andrena spreta";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";949842;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfVol177";"Andrena stabiana Morice, 1899";"239443";"Andrena stabiana";"Morice, 1899";239443;"Andrena stabiana";"Morice, 1899";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949844;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol178";"Andrena strohmella Stoeckhert, 1928";"239444";"Andrena strohmella";"Stoeckhert, 1928";239444;"Andrena strohmella";"Stoeckhert, 1928";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949846;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol179";"Andrena subopaca Nylander, 1848";"239445";"Andrena subopaca";"Nylander, 1848";239445;"Andrena subopaca";"Nylander, 1848";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949848;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol180";"Andrena suerinensis Friese, 1884";"239446";"Andrena suerinensis";"Friese, 1884";239446;"Andrena suerinensis";"Friese, 1884";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949850;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol181";"Andrena symphyti Schmiedeknecht, 1883";"239447";"Andrena symphyti";"Schmiedeknecht, 1883";239447;"Andrena symphyti";"Schmiedeknecht, 1883";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949852;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol182";"Andrena synadelpha Perkins, 1914";"239448";"Andrena synadelpha";"Perkins, 1914";239448;"Andrena synadelpha";"Perkins, 1914";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949854;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol183";"Andrena tarsata Nylander, 1848";"239450";"Andrena tarsata";"Nylander, 1848";239450;"Andrena tarsata";"Nylander, 1848";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949856;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol184";"Andrena tenuistriata Perez, 1895";"239451";"Andrena tenuistriata";"Pérez, 1895";239451;"Andrena tenuistriata";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;NA;NA;NA;NA;"Roberts, S. 2014. Andrena tenuistriata. The IUCN Red List of Threatened Species 2014: e.T19199157A19201875.";2;"Abeilles";949858;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444779"
"bfVol185";"Andrena thoracica (Fabricius, 1775)";"239453";"Andrena thoracica";"(Fabricius, 1775)";239453;"Andrena thoracica";"(Fabricius, 1775)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949862;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol186";"Andrena tibialis (Kirby, 1802)";"239454";"Andrena tibialis";"(Kirby, 1802)";239454;"Andrena tibialis";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949864;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol187";"Andrena trimmerana (Kirby, 1802)";"239456";"Andrena trimmerana";"(Kirby, 1802)";239456;"Andrena trimmerana";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949866;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol188";"Andrena truncatilabris Morawitz, 1877";"239457";"Andrena truncatilabris";"Morawitz, 1877";239457;"Andrena truncatilabris";"Morawitz, 1877";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949868;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol189";"Andrena vaga Panzer, 1799";"239458";"Andrena vaga";"Panzer, 1799";239458;"Andrena vaga";"Panzer, 1799";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949872;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol190";"Andrena variabilis Smith, 1853";"239459";"Andrena variabilis";"Smith, 1853";239459;"Andrena variabilis";"Smith, 1853";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949874;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol191";"Andrena varians (Kirby, 1802)";"239460";"Andrena varians";"(Kirby, 1802)";239460;"Andrena varians";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949876;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol192";"Andrena ventralis Imhoff, 1832";"239461";"Andrena ventralis";"Imhoff, 1832";239461;"Andrena ventralis";"Imhoff, 1832";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949878;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol193";"Andrena ventricosa Dours, 1873";"239462";"Andrena ventricosa";"Dours, 1873";239462;"Andrena ventricosa";"Dours, 1873";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949880;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol194";"Andrena verticalis Perez, 1895";"239463";"Andrena verticalis";"Pérez, 1895";239463;"Andrena verticalis";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;NA;NA;NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";949882;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfVol195";"Andrena vetula Lepeletier, 1841";"239464";"Andrena vetula";"Lepeletier, 1841";239464;"Andrena vetula";"Lepeletier, 1841";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;NA;NA;NA;NA;"Radchenko, V. 2014. Andrena vetula. The IUCN Red List of Threatened Species 2014: e.T19199638A19202035.";2;"Abeilles";949884;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444743"
"bfVol196";"Andrena villipes Perez, 1895";"239465";"Andrena villipes";"Pérez, 1895";239465;"Andrena villipes";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;NA;NA;NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";949886;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfVol197";"Andrena viridescens Viereck, 1916";"239466";"Andrena viridescens";"Viereck, 1916";239466;"Andrena viridescens";"Viereck, 1916";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949888;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol198";"Andrena vulpecula Kriechbaumer, 1873";"239467";"Andrena vulpecula";"Kriechbaumer, 1873";239467;"Andrena vulpecula";"Kriechbaumer, 1873";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";949890;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfVol199";"Andrena wilkella (Kirby, 1802)";"239468";"Andrena wilkella";"(Kirby, 1802)";239468;"Andrena wilkella";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949892;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol200";"Anthidiellum strigatum (Panzer, 1802)";"239470";"Anthidiellum strigatum";"(Panzer, 1802)";239470;"Anthidiellum strigatum";"(Panzer, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Anthidiellum";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";949894;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfVol201";"Anthidium cingulatum Latreille, 1809";"239472";"Anthidium cingulatum";"Latreille, 1809";239472;"Anthidium cingulatum";"Latreille, 1809";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Anthidium";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949896;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol202";"Anthidium diadema Latreille, 1809";"239473";"Anthidium diadema";"Latreille, 1809";239473;"Anthidium diadema";"Latreille, 1809";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Anthidium";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949898;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol203";"Anthidium florentinum (Fabricius, 1775)";"239474";"Anthidium florentinum";"(Fabricius, 1775)";239474;"Anthidium florentinum";"(Fabricius, 1775)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Anthidium";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";949900;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfVol204";"Anthidium loti Perris, 1852";"239476";"Anthidium loti";"Perris, 1852";239476;"Anthidium loti";"Perris, 1852";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Anthidium";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949902;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol205";"Anthidium oblongatum (Illiger, 1806)";"239478";"Anthidium oblongatum";"(Illiger, 1806)";239478;"Anthidium oblongatum";"(Illiger, 1806)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Anthidium";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949908;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol206";"Anthidium septemspinosum Lepeletier, 1841";"239480";"Anthidium septemspinosum";"Lepeletier, 1841";239480;"Anthidium septemspinosum";"Lepeletier, 1841";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Anthidium";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949912;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol207";"Anthophora aestivalis (Panzer, 1801)";"239483";"Anthophora aestivalis";"(Panzer, 1801)";239483;"Anthophora aestivalis";"(Panzer, 1801)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Anthophorinae";NA;"Anthophora";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949914;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol208";"Anthophora agama Radoszkowski, 1869";"239485";"Anthophora agama";"Radoszkowski, 1869";239485;"Anthophora agama";"Radoszkowski, 1869";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Anthophorinae";NA;"Anthophora";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";949916;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfVol209";"Anthophora atroalba Lepeletier, 1841";"239487";"Anthophora atroalba";"Lepeletier, 1841";239487;"Anthophora atroalba";"Lepeletier, 1841";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Anthophorinae";NA;"Anthophora";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";949918;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfVol210";"Anthophora balneorum Lepeletier, 1841";"239488";"Anthophora balneorum";"Lepeletier, 1841";239488;"Anthophora balneorum";"Lepeletier, 1841";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Anthophorinae";NA;"Anthophora";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949920;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol211";"Anthophora bimaculata (Panzer, 1798)";"239490";"Anthophora bimaculata";"(Panzer, 1798)";239490;"Anthophora bimaculata";"(Panzer, 1798)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Anthophorinae";NA;"Anthophora";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";949922;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfVol212";"Anthophora crassipes Lepeletier, 1841";"239493";"Anthophora crassipes";"Lepeletier, 1841";239493;"Anthophora crassipes";"Lepeletier, 1841";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Anthophorinae";NA;"Anthophora";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949924;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol213";"Anthophora crinipes Smith, 1854";"239494";"Anthophora crinipes";"Smith, 1854";239494;"Anthophora crinipes";"Smith, 1854";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Anthophorinae";NA;"Anthophora";"Arthropodes";"Insectes";"Hyménoptères";2;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949926;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol214";"Anthophora dispar Lepeletier, 1841";"239495";"Anthophora dispar";"Lepeletier, 1841";239495;"Anthophora dispar";"Lepeletier, 1841";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Anthophorinae";NA;"Anthophora";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";949928;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfVol215";"Anthophora dispar Lepeletier, 1841";"239495";"Anthophora dispar";"Lepeletier, 1841";239495;"Anthophora dispar";"Lepeletier, 1841";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Anthophorinae";NA;"Anthophora";"Arthropodes";"Insectes";"Hyménoptères";2;NA;NA;NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";949932;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfVol216";"Anthophora dispar Lepeletier, 1841";"239495";"Anthophora dispar";"Lepeletier, 1841";239495;"Anthophora dispar";"Lepeletier, 1841";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Anthophorinae";NA;"Anthophora";"Arthropodes";"Insectes";"Hyménoptères";2;NA;NA;NA;NA;"Lieftinck, M. A. 1980. Prodrome to a Monograph of the Palaearctic Species of the Genus Melecta Latreille 1802 (Hymenoptera, Anthophoridae). Tijdschrift voor Entomologie, 123 (6): 129-341.";2;"Abeilles";949934;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/393152"
"bfVol217";"Anthophora dispar Lepeletier, 1841";"239495";"Anthophora dispar";"Lepeletier, 1841";239495;"Anthophora dispar";"Lepeletier, 1841";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Anthophorinae";NA;"Anthophora";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Lieftinck, M. A. 1980. Prodrome to a Monograph of the Palaearctic Species of the Genus Melecta Latreille 1802 (Hymenoptera, Anthophoridae). Tijdschrift voor Entomologie, 123 (6): 129-341.";2;"Abeilles";949930;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/393152"
